time,Backup:backupCopyFilesCount,Backup:backupCopyFilesMs,BtreeOp:nBinDeltaDelete,BtreeOp:nBinDeltaGet,BtreeOp:nBinDeltaInsert,BtreeOp:nBinDeltaUpdate,BtreeOp:nRootSplits,BtreeOp:relatchesRequired,Cache:DOSBytes,Cache:adminBytes,Cache:cacheTotalBytes,Cache:dataBytes,Cache:lockBytes,Cache:lruDirtySize,Cache:lruMixedSize,Cache:nBINDeltasFetchMiss,Cache:nBINsFetch,Cache:nBINsFetchMiss,Cache:nBINsFetchMissRatio,Cache:nBinDeltaBlindOps,Cache:nBytesEvictedCACHEMODE,Cache:nBytesEvictedCRITICAL,Cache:nBytesEvictedDAEMON,Cache:nBytesEvictedEVICTORTHREAD,Cache:nBytesEvictedMANUAL,Cache:nCachedBINDeltas,Cache:nCachedBINs,Cache:nCachedUpperINs,Cache:nDirtyNodesEvicted,Cache:nEvictionRuns,Cache:nFullBINsMiss,Cache:nINCompactKey,Cache:nINNoTarget,Cache:nINSparseTarget,Cache:nLNsEvicted,Cache:nLNsFetch,Cache:nLNsFetchMiss,Cache:nNodesEvicted,Cache:nNodesMovedToDirtyLRU,Cache:nNodesMutated,Cache:nNodesPutBack,Cache:nNodesSkipped,Cache:nNodesStripped,Cache:nNodesTargeted,Cache:nRootNodesEvicted,Cache:nSharedCacheEnvironments,Cache:nThreadUnavailable,Cache:nUpperINsFetch,Cache:nUpperINsFetchMiss,Cache:sharedCacheTotalBytes,Checkpoints:lastCheckpointEnd,Checkpoints:lastCheckpointId,Checkpoints:lastCheckpointInterval,Checkpoints:lastCheckpointStart,Checkpoints:nCheckpoints,Checkpoints:nDeltaINFlush,Checkpoints:nFullBINFlush,Checkpoints:nFullINFlush,Cleaning:activeLogSize,Cleaning:availableLogSize,Cleaning:maxPredictedUtilization,Cleaning:maxUtilization,Cleaning:minPredictedUtilization,Cleaning:minUtilization,Cleaning:nBINDeltasCleaned,Cleaning:nBINDeltasDead,Cleaning:nBINDeltasMigrated,Cleaning:nBINDeltasObsolete,Cleaning:nCleanerDeletions,Cleaning:nCleanerDisksReads,Cleaning:nCleanerEntriesRead,Cleaning:nCleanerRuns,Cleaning:nINsCleaned,Cleaning:nINsDead,Cleaning:nINsMigrated,Cleaning:nINsObsolete,Cleaning:nLNQueueHits,Cleaning:nLNsCleaned,Cleaning:nLNsDead,Cleaning:nLNsExpired,Cleaning:nLNsExtinct,Cleaning:nLNsLocked,Cleaning:nLNsMarked,Cleaning:nLNsMigrated,Cleaning:nLNsObsolete,Cleaning:nPendingDBsIncomplete,Cleaning:nPendingDBsProcessed,Cleaning:nPendingLNsLocked,Cleaning:nPendingLNsProcessed,Cleaning:nRevisalRuns,Cleaning:nTwoPassRuns,Cleaning:pendingDBQueueSize,Cleaning:pendingLNQueueSize,Cleaning:protectedLogSize,Cleaning:protectedLogSizeMap,Cleaning:reservedLogSize,Cleaning:totalLogSize,Environment:environmentCreationTime,Eraser:eraserCycleEnd,Eraser:eraserCycleStart,Eraser:eraserFSyncs,Eraser:eraserFilesAlreadyDeleted,Eraser:eraserFilesDeleted,Eraser:eraserFilesErased,Eraser:eraserFilesRemaining,Eraser:eraserReadBytes,Eraser:eraserReads,Eraser:eraserWriteBytes,Eraser:eraserWrites,I/O:bufferBytes,I/O:endOfLog,I/O:fSync95Ms,I/O:fSync99Ms,I/O:fSyncAvgMs,I/O:fSyncMaxMs,I/O:nBytesReadFromWriteQueue,I/O:nBytesWrittenFromWriteQueue,I/O:nCacheMiss,I/O:nFSyncRequests,I/O:nFSyncs,I/O:nFileOpens,I/O:nGroupCommitRequests,I/O:nGrpCommitTimeouts,I/O:nLogBuffers,I/O:nLogFSyncs,I/O:nNoFreeBuffer,I/O:nNotResident,I/O:nOpenFiles,I/O:nRandomReadBytes,I/O:nRandomReads,I/O:nRandomWriteBytes,I/O:nRandomWrites,I/O:nReadsFromWriteQueue,I/O:nRepeatFaultReads,I/O:nRepeatIteratorReads,I/O:nSequentialReadBytes,I/O:nSequentialReads,I/O:nSequentialWriteBytes,I/O:nSequentialWrites,I/O:nTempBufferWrites,I/O:nWriteQueueOverflow,I/O:nWriteQueueOverflowFailures,I/O:nWritesFromWriteQueue,Jvm:G1 Old Generation.count,Jvm:G1 Old Generation.time,Jvm:G1 Young Generation.count,Jvm:G1 Young Generation.time,Jvm:heap,Jvm:loadAverage,Locks:nLatchAcquireNoWaitUnsuccessful,Locks:nLatchAcquiresNoWaitSuccessful,Locks:nLatchAcquiresNoWaiters,Locks:nLatchAcquiresSelfOwned,Locks:nLatchAcquiresWithContention,Locks:nLatchReleases,Locks:nRequests,Locks:nWaits,Node Compression:cursorsBins,Node Compression:dbClosedBins,Node Compression:inCompQueueSize,Node Compression:nonEmptyBins,Node Compression:processedBins,Node Compression:splitBins,OffHeap:offHeapAllocFailure,OffHeap:offHeapAllocOverflow,OffHeap:offHeapBINsLoaded,OffHeap:offHeapBINsStored,OffHeap:offHeapCachedBINDeltas,OffHeap:offHeapCachedBINs,OffHeap:offHeapCachedLNs,OffHeap:offHeapCriticalNodesTargeted,OffHeap:offHeapDirtyNodesEvicted,OffHeap:offHeapLNsEvicted,OffHeap:offHeapLNsLoaded,OffHeap:offHeapLNsStored,OffHeap:offHeapLruSize,OffHeap:offHeapNodesEvicted,OffHeap:offHeapNodesMutated,OffHeap:offHeapNodesSkipped,OffHeap:offHeapNodesStripped,OffHeap:offHeapNodesTargeted,OffHeap:offHeapThreadUnavailable,OffHeap:offHeapTotalBlocks,OffHeap:offHeapTotalBytes,Op:priDelete,Op:priDeleteFail,Op:priInsert,Op:priInsertFail,Op:priPosition,Op:priSearch,Op:priSearchFail,Op:priUpdate,Op:secDelete,Op:secInsert,Op:secPosition,Op:secSearch,Op:secSearchFail,Op:secUpdate,TaskCoordinator:nApplicationPermits,TaskCoordinator:nDeficitPermits,TaskCoordinator:nRealPermits
2023-11-23 10:56:18.379 UTC, , , , , , , , , ,125,3161533,15544,136, ,3, ,12, , , , , , , , , ,3,3, , , , ,1,3, , , , , , , , , , , , , , , , ,1377,1,744,744,1, ,2,4,1427,576627671040,-1,-1,-1,-1, , , , , ,1,12, , , , , , , , , , , , , , , , , , , , , , , , , ,1427,1700736978320,,, , , , , , , , , ,3145728,1377,1,1,0,1, , , ,5,4,3,6, ,3,5, , , , , ,38,1, , , ,14336,3,1389,5, , , , , , ,18,45,157888200,1, , , , , , ,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2023-11-23 11:06:39.556 UTC, , , , , , , , , ,125,3166429,20464,112, ,4, ,191,4,0.02, , , , , , , ,4,4, ,79, ,3,2,4, ,109,12, , , , , , , , , , , , , ,13672,2,11294,11294,1,1,3,7,13722,583619969024,61,61,61,61, , , , , ,2,103, , , , , , , , , , , , , , , , , , , , , , , , , ,13722,1700737599496,,, , , , , , , , , ,3145728,13672,2,2,1,2, , ,20,1,1,5,1, ,3,2, ,20,1,2048,1, , , , , ,189026,44,2498,1, , , , , , ,15,34,207034496, , , , , , , ,110, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , 
2023-11-23 11:07:39.564 UTC, , , , , , , , , ,125,3172957,26992,112, ,4, ,30, , , , , , , , , ,4,4, , , ,3,1,4, ,25,25, , , , , , , , , , , , , ,13672,2,11294,11294, , , , ,13722,583406518272,61,61,61,61, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,13722,1700737599496,,, , , , , , , , , ,3145728,13672, , , , , , ,25, , , , , ,3, , ,25,1, , , , , , , ,6506,25, , , , , , , , ,1,4,189297136, , , , , , , ,30, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,30, , , , , , , , , , , 
2023-11-23 11:08:39.570 UTC, , , , , , , , , ,125,3172957,26992,112, ,4, , , , , , , , , , , ,4,4, , , ,3,1,4, , , , , , , , , , , , , , , , ,13672,2,11294,11294, , , , ,13722,583157940224,61,61,61,61, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,13722,1700737599496,,, , , , , , , , , ,3145728,13672, , , , , , , , , , , , ,3, , , ,1, , , , , , , , , , , , , , , , , , , ,222851568, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2023-11-23 11:09:39.578 UTC, , , , , , , , , ,125,3172957,26992,112, ,4, ,7, , , , , , , , , ,4,4, , , ,3,1,4, , , , , , , , , , , , , , , , ,13672,2,11294,11294, , , , ,13722,582902153216,61,61,61,61, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,13722,1700737599496,,, , , , , , , , , ,3145728,13672, , , , , , , , , , , , ,3, , , ,1, , , , , , , , , , , , , , , , , ,1,12,58278032,1, , , , , , ,7, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7, , , , , , , , , , , 
2023-11-23 11:10:39.584 UTC, , , , , , , , , ,125,3172957,26992,112, ,4, , , , , , , , , , , ,4,4, , , ,3,1,4, , , , , , , , , , , , , , , , ,13672,2,11294,11294, , , , ,13722,582617858048,61,61,61,61, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,13722,1700737599496,,, , , , , , , , , ,3145728,13672, , , , , , , , , , , , ,3, , , ,1, , , , , , , , , , , , , , , , , , , ,77152400,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2023-11-23 11:11:39.590 UTC, , , , , , , , , ,125,3172957,26992,112, ,4, , , , , , , , , , , ,4,4, , , ,3,1,4, , , , , , , , , , , , , , , , ,13672,2,11294,11294, , , , ,13722,582335332352,61,61,61,61, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,13722,1700737599496,,, , , , , , , , , ,3145728,13672, , , , , , , , , , , , ,3, , , ,1, , , , , , , , , , , , , , , , , , , ,85541008,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2023-11-23 11:12:39.597 UTC, , , , , , , , , ,125,3172957,26992,112, ,4, , , , , , , , , , , ,4,4, , , ,3,1,4, , , , , , , , , , , , , , , , ,13672,2,11294,11294, , , , ,13722,582010994688,61,61,61,61, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,13722,1700737599496,,, , , , , , , , , ,3145728,13672, , , , , , , , , , , , ,3, , , ,1, , , , , , , , , , , , , , , , , , , ,93929616, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2023-11-23 11:13:23.466 UTC, , , , , , , , , ,125,3172845,26992, , ,4, , , , , , , , , , , ,4,4, , , ,3,1,4, , , , , , , , , , , , , , , , ,13672,2,11294,11294, , , , ,13722,581663326208,61,61,61,61, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,13722,1700737599496,,, , , , , , , , , ,3145728,13672, , , , , , , , , , , , ,3, , , ,1, , , , , , , , , , , , , , , , , , , ,104415376, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
